009p	040r	236.304495341
009p	052w	89.6780807999
009p	011y	3.18563859258
009p	010p	0.0550967493461
009p	020y	0.129649379809
009p	014p	26.1039007638
009p	015p	310.463907278
009p	067p	11.1094021568
009p	045p	2.83447904877
049y	050y	2.14734008043
049y	033p	166.451045331
049y	034p	1.83736738947
049y	062p	2.15463800176
049y	067y	130.520625686
024y	040r	0.414886388263
024y	052w	3.74103650172
024y	048p	1.59117335338
024y	037w	0.939776013896
024y	049p	12.459325128
024y	054w	26.7354209673
024y	056b	31.0640464119
024y	055b	113.369321389
024y	070y	26.8800142728
024y	020p	3.21361951285
024y	008p	16.5820801697
024y	020y	10.800199641
013p	010p	1.25449480934
013p	020y	13.5035107737
013p	052w	0.579699187085
013p	038r	4.51417652595
013p	045p	40.3167550977
049p	054w	18.2833041518
049p	048p	176.256356182
049p	037w	13.7266374165
049p	024y	12.459325128
049p	056b	0.129465174407
049p	070y	351.218708494
049p	020p	196.306842127
049p	008p	2.95696602695
049w	054w	0.896300574085
049w	047p	13.9119780689
049w	032y	66.6749908741
049w	046p	4.84833013242
049w	008p	105.601053888
049w	103w	20.880429466
040r	011y	385.458774512
040r	052w	0.848440868223
040r	038r	0.111923674219
040r	055b	0.573799986959
040r	024y	0.414886388263
040r	020y	0.268407371739
040r	014p	4.66643757483
040r	015p	0.534125052002
040r	046p	196.912069006
040r	067p	1.6184387932
040r	009p	236.304495341
011y	040r	385.458774512
011y	052w	50.9503367054
011y	018p	2.50089287934
011y	014p	186.591021437
011y	055b	0.208631496654
011y	037w	0.811672067748
011y	009p	3.18563859258
011y	010p	0.0210813854059
011y	020y	7.02879424594
011y	048p	2.02881752775
011y	012b	64.12412969
011y	015p	1.58059756377
011y	046p	171.302393093
011y	067p	19.9073924708
011y	045p	1.29356390848
045p	013p	40.3167550977
045p	038r	61.2045781246
045p	011y	1.29356390848
045p	051p	4.6601940294
045p	014p	4.76048782701
045p	015p	4.03336251781
045p	052w	7.25448518932
045p	020y	132.980984267
045p	009p	2.83447904877
050y	049y	2.14734008043
050y	067y	0.937251607493
050y	034p	43.2480838123
050y	033p	7.42644711432
050y	082w	2.15485018487
054w	035r	12.8499038192
054w	024y	26.7354209673
054w	055b	0.0543855703073
054w	037w	377.284655014
054w	016p	17.4097249435
054w	049w	0.896300574085
054w	056b	0.0880459500649
054w	049p	18.2833041518
054w	070y	57.9969002058
054w	012b	1.51361985971
054w	020p	0.405938706308
054w	058y	30.8192084177
054w	008p	415.088852121
034p	050y	43.2480838123
034p	082w	1.61610017386
034p	033p	12.018491963
034p	067y	85.319349693
034p	049y	1.83736738947
052w	040r	0.848440868223
052w	011y	50.9503367054
052w	013p	0.579699187085
052w	018p	0.30860834016
052w	037w	0.114261660711
052w	024y	3.74103650172
052w	009p	89.6780807999
052w	010p	55.130943574
052w	014p	212.470366264
052w	012b	0.296527167252
052w	015p	12.3431651385
052w	038r	1.54579897003
052w	046p	37.8751575568
052w	020y	233.961851256
052w	008p	3.90418184012
052w	045p	7.25448518932
018p	052w	0.30860834016
018p	047p	0.0614892168349
018p	048p	0.00726523044227
018p	037w	0.00404224310377
018p	011y	2.50089287934
018p	056b	29.13861046
018p	055b	102.624037832
018p	070y	35.4529130155
018p	012b	159.533815901
018p	020p	0.340222332926
018p	008p	0.552083100659
008p	035p	7.54067411658
008p	035r	13.6221548267
008p	024y	16.5820801697
008p	052w	3.90418184012
008p	018p	0.552083100659
008p	064p	5.67642275226
008p	038p	131.990471382
008p	048p	39.7923337948
008p	037w	60.9980309868
008p	016p	2.73578405264
008p	049w	105.601053888
008p	054w	415.088852121
008p	049p	2.95696602695
008p	055b	0.742619759965
008p	070y	1.05460443382
008p	012b	3.42095896307
008p	020p	0.125470728792
008p	046p	339.297720537
008p	044p	3.3173491605
008p	047p	338.664672203
032y	049w	66.6749908741
032y	031y	12.0122806392
032y	103w	62.7581934346
056b	054w	0.0880459500649
056b	049p	0.129465174407
056b	018p	29.13861046
056b	055b	169.959148697
056b	024y	31.0640464119
056b	070y	4.35231631439
056b	012b	0.48562912485
056b	020p	275.04922503
056b	046p	0.0682750509884
020y	040r	0.268407371739
020y	011y	7.02879424594
020y	013p	13.5035107737
020y	038r	12.2842840418
020y	055b	0.755508937584
020y	024y	10.800199641
020y	010p	22.7559732251
020y	051p	0.156988006539
020y	014p	0.103471115067
020y	015p	0.205620938471
020y	052w	233.961851256
020y	046p	26.132189926
020y	009p	0.129649379809
020y	045p	132.980984267
014p	040r	4.66643757483
014p	052w	212.470366264
014p	011y	186.591021437
014p	045p	4.76048782701
014p	020y	0.103471115067
014p	070y	0.502265971344
014p	015p	344.765322945
014p	046p	33.2586771874
014p	067p	16.6009058965
014p	009p	26.1039007638
067y	050y	0.937251607493
067y	033p	1.24151987683
067y	034p	85.319349693
067y	049y	130.520625686
067y	082w	10.2355231246
061y	035p	225.800265032
061y	010y	22.4883136726
061y	047p	1.0196748663
061y	064p	4.53525246829
061y	038p	1.53920083125
061y	043p	6.26755291823
061y	016p	149.603863487
061y	043w	5.07289535844
061y	058y	54.5973221868
061y	046p	23.2016149858
061y	044p	1.30656479262
061y	050g	69.9671156972
020p	054w	0.405938706308
020p	024y	3.21361951285
020p	018p	0.340222332926
020p	048p	26.7151243796
020p	037w	0.200392475602
020p	049p	196.306842127
020p	056b	275.04922503
020p	055b	57.8292539305
020p	070y	22.3460640996
020p	012b	1.94695764664
020p	008p	0.125470728792
063p	035p	5.03863692248
063p	043p	0.813018779877
063p	016p	2.55551422282
063p	082w	162.78852885
063p	043w	1.40285577836
063p	062p	247.44041768
063p	033p	55.4804330754
063p	044p	7.00224585043
063p	050g	1.25005611026
058y	035p	262.915872672
058y	054w	30.8192084177
058y	010y	11.6845010751
058y	047p	5.38597139551
058y	064p	1.57214237468
058y	038p	240.327786709
058y	048p	0.835221205818
058y	037w	61.4658655996
058y	016p	1.44323575327
058y	043w	1.65614237407
058y	061y	54.5973221868
058y	043p	220.907793697
058y	046p	4.10379060614
058y	044p	1.7213796914
046p	035p	20.0753045023
046p	040r	196.912069006
046p	016p	26.4619913933
046p	052w	37.8751575568
046p	047p	566.182098114
046p	038p	5.03044007951
046p	043p	10.663799903
046p	011y	171.302393093
046p	049w	4.84833013242
046p	056b	0.0682750509884
046p	014p	33.2586771874
046p	061y	23.2016149858
046p	015p	3.15632697181
046p	058y	4.10379060614
046p	062p	50.5508161552
046p	067p	11.116885542
046p	008p	339.297720537
046p	020y	26.132189926
067p	040r	1.6184387932
067p	011y	19.9073924708
067p	014p	16.6009058965
067p	015p	3.73153378552
067p	046p	11.116885542
067p	009p	11.1094021568
044p	035p	1.6445931799
044p	010y	38.622058605
044p	047p	20.7492766589
044p	064p	98.7690712697
044p	038p	2.27927499741
044p	043p	44.9744196496
044p	016p	165.013118812
044p	043w	21.882101464
044p	061y	1.30656479262
044p	063p	7.00224585043
044p	058y	1.7213796914
044p	008p	3.3173491605
103w	032y	62.7581934346
103w	049w	20.880429466
103w	031y	61.8576229868
103w	047p	69.4741040614
050g	035p	39.5708317007
050g	082w	24.723035099
050g	043w	26.7001432491
050g	061y	69.9671156972
050g	063p	1.25005611026
050g	062p	95.7711894037
012b	054w	1.51361985971
012b	052w	0.296527167252
012b	018p	159.533815901
012b	048p	0.338006935943
012b	037w	9.82759840537
012b	011y	64.12412969
012b	056b	0.48562912485
012b	055b	13.0472617193
012b	070y	50.716345332
012b	020p	1.94695764664
012b	008p	3.42095896307
